EmployeeID,Age,Department,JobRole,EducationField,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,WorkLifeBalance,JobInvolvement,OverTime,BusinessTravel,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,Attrition
1328,60,Finance,Manager,Finance,11565,21,4,3,2,4,Yes,Travel_Rarely,3,8,3,No
1329,46,IT,Software Engineer,Human Resources,14195,19,1,3,4,2,No,Frequently,6,4,6,No
1330,22,IT,Sales Executive,Technical Degree,16710,0,0,1,2,2,No,Frequently,17,8,5,Yes
1331,56,Finance,Human Resources,Marketing,7869,12,2,3,2,4,No,Frequently,15,2,5,Yes
1332,37,IT,Sales Executive,Marketing,10325,6,4,4,1,2,Yes,Frequently,10,8,6,No
1333,36,IT,Sales Executive,Life Sciences,5631,7,2,3,1,2,No,Frequently,10,6,4,No
1334,52,Human Resources,Manager,Finance,15379,9,7,4,1,2,No,Rarely,28,9,1,Yes
1335,39,Research & Development,Software Engineer,Life Sciences,11527,8,6,2,4,4,No,Travel_Rarely,11,6,0,No
1336,24,Sales,Accountant,Marketing,7508,1,0,2,1,2,No,Rarely,16,3,5,Yes
1337,25,IT,Laboratory Technician,Finance,12732,3,1,2,2,3,Yes,Frequently,26,0,3,No
1338,56,IT,Human Resources,Life Sciences,5090,12,5,3,4,3,No,Frequently,11,1,6,No
1339,58,IT,Sales Executive,Human Resources,7475,29,15,1,1,3,No,Frequently,23,2,3,Yes
1340,56,IT,Sales Executive,Finance,7903,6,4,2,1,4,No,Rarely,15,4,3,No
1341,56,Human Resources,Manager,Human Resources,9645,0,0,3,3,3,No,Rarely,23,0,2,Yes
1342,50,Finance,Research Scientist,Life Sciences,17435,15,8,3,3,4,No,Travel_Rarely,15,7,5,No
1343,32,IT,Research Scientist,Life Sciences,14982,0,0,3,1,1,No,Frequently,9,9,6,Yes
1344,50,IT,Manager,Finance,16567,5,0,3,4,3,Yes,Travel_Rarely,22,3,6,No
1345,38,IT,Sales Executive,Life Sciences,4583,2,0,2,3,1,No,Frequently,15,7,0,No
1346,41,IT,Manager,Marketing,7761,3,0,3,1,4,No,Rarely,24,5,0,No
1347,40,Human Resources,Human Resources,Finance,14914,12,12,1,2,3,No,Frequently,16,7,6,No
1348,31,Research & Development,Manager,Human Resources,14457,8,8,1,1,1,No,Frequently,24,9,6,Yes
1349,40,IT,Research Scientist,Finance,12384,1,1,3,3,2,Yes,Travel_Rarely,15,7,5,Yes
1350,24,Research & Development,Human Resources,Finance,16681,2,1,3,4,3,No,Rarely,30,9,5,No
1351,28,Finance,Laboratory Technician,Finance,16295,4,3,3,4,4,No,Travel_Rarely,29,4,6,No
1352,50,IT,Research Scientist,Medical,15297,28,9,3,2,1,No,Frequently,27,2,4,Yes
1353,51,Human Resources,Accountant,Marketing,15046,26,9,3,3,1,No,Frequently,17,8,0,No
1354,34,Sales,Software Engineer,Marketing,10130,5,4,1,3,3,Yes,Frequently,27,7,3,No
1355,31,Research & Development,Laboratory Technician,Medical,4816,2,0,2,4,1,Yes,Frequently,9,5,4,Yes
1356,33,Research & Development,Sales Executive,Technical Degree,9422,1,1,1,2,2,Yes,Frequently,3,2,3,Yes
1357,44,Finance,Manager,Medical,9916,17,3,1,2,2,Yes,Rarely,10,0,1,Yes
1358,44,Sales,Laboratory Technician,Human Resources,10107,19,15,4,1,2,No,Travel_Rarely,24,1,0,Yes
1359,35,Sales,Software Engineer,Life Sciences,7367,0,0,1,4,3,No,Rarely,12,5,6,No
1360,29,Sales,Laboratory Technician,Technical Degree,13641,6,5,2,4,1,No,Rarely,10,9,6,No
1361,24,Sales,Manager,Life Sciences,7011,1,0,1,4,3,Yes,Rarely,14,1,4,Yes
1362,41,IT,Sales Executive,Life Sciences,10752,7,6,2,3,4,No,Frequently,12,1,2,Yes
1363,50,Sales,Accountant,Human Resources,11164,20,13,3,2,4,No,Frequently,15,5,1,No
1364,48,Research & Development,Manager,Life Sciences,2511,6,0,1,4,2,Yes,Rarely,18,9,6,Yes
1365,54,Human Resources,Manager,Human Resources,14849,4,2,1,4,4,No,Frequently,27,5,0,Yes
1366,40,IT,Laboratory Technician,Human Resources,9692,11,11,1,3,2,Yes,Frequently,8,3,4,Yes
1367,46,Research & Development,Laboratory Technician,Technical Degree,6681,6,6,4,4,4,Yes,Frequently,30,4,4,No
1368,23,Human Resources,Sales Executive,Finance,6014,0,0,1,4,1,Yes,Travel_Rarely,20,9,6,Yes
1369,55,Sales,Software Engineer,Human Resources,5646,1,0,2,2,1,Yes,Frequently,23,8,5,Yes
1370,55,Human Resources,Accountant,Medical,6463,14,9,3,2,1,Yes,Travel_Rarely,25,6,2,No
1371,38,Finance,Sales Executive,Marketing,6527,8,1,4,1,4,No,Frequently,4,2,0,Yes
1372,52,Research & Development,Laboratory Technician,Technical Degree,5897,9,3,2,2,1,Yes,Rarely,16,3,5,No
1373,50,Finance,Accountant,Life Sciences,3785,25,10,4,1,3,Yes,Frequently,20,9,4,No
1374,22,Finance,Manager,Finance,11511,0,0,3,2,2,No,Frequently,12,8,2,Yes
1375,25,Sales,Accountant,Marketing,12383,2,1,3,1,2,Yes,Travel_Rarely,4,1,1,Yes
1376,35,Human Resources,Manager,Finance,15805,5,2,2,1,2,No,Frequently,22,3,2,Yes
1377,23,Sales,Software Engineer,Technical Degree,6762,0,0,4,3,4,Yes,Travel_Rarely,22,8,1,No
1378,44,Research & Development,Sales Executive,Finance,14136,20,10,3,1,4,No,Rarely,25,9,0,No
1379,57,IT,Sales Executive,Medical,5878,1,0,4,2,2,Yes,Rarely,5,4,3,Yes
1380,43,Research & Development,Accountant,Technical Degree,10824,3,0,1,1,2,No,Frequently,27,9,1,Yes
1381,31,Research & Development,Laboratory Technician,Human Resources,15433,0,0,1,2,2,Yes,Travel_Rarely,27,7,2,Yes
1382,46,Human Resources,Research Scientist,Marketing,12926,18,1,1,4,4,Yes,Frequently,27,7,2,Yes
1383,56,Finance,Accountant,Life Sciences,12557,1,1,2,3,2,Yes,Rarely,16,4,2,No
1384,55,IT,Software Engineer,Technical Degree,10140,30,0,1,1,3,Yes,Rarely,30,6,5,Yes
1385,52,Research & Development,Sales Executive,Technical Degree,16214,29,2,1,3,1,No,Travel_Rarely,4,1,1,No
1386,40,Research & Development,Sales Executive,Human Resources,3322,5,0,4,1,3,No,Rarely,11,4,0,Yes
1387,40,IT,Manager,Technical Degree,11808,9,7,4,1,4,No,Travel_Rarely,7,0,4,Yes
1388,31,Research & Development,Research Scientist,Finance,7935,5,0,2,1,2,No,Frequently,30,9,0,Yes
1389,37,Research & Development,Manager,Medical,13451,7,4,1,4,4,Yes,Travel_Rarely,16,5,2,No
1390,56,Human Resources,Software Engineer,Medical,8420,17,4,1,2,1,Yes,Frequently,26,0,0,Yes
1391,46,Research & Development,Sales Executive,Medical,7653,6,1,4,4,3,No,Frequently,24,4,4,No
1392,33,Research & Development,Laboratory Technician,Life Sciences,11092,3,1,4,3,2,No,Rarely,15,4,1,No
1393,55,Human Resources,Software Engineer,Medical,5322,12,2,3,1,2,No,Travel_Rarely,3,8,1,No
1394,36,Finance,Software Engineer,Life Sciences,14873,10,5,4,3,4,No,Rarely,21,6,0,No
1395,50,Sales,Laboratory Technician,Marketing,4803,20,10,2,1,2,Yes,Frequently,4,5,1,No
1396,56,IT,Software Engineer,Marketing,13332,17,1,4,4,2,Yes,Rarely,13,5,6,No
1397,26,Finance,Laboratory Technician,Marketing,7494,4,4,1,3,3,No,Travel_Rarely,3,3,6,Yes
1398,49,IT,Sales Executive,Medical,10175,17,9,4,4,1,Yes,Frequently,26,7,0,No
1399,28,Human Resources,Manager,Marketing,16636,4,2,2,4,4,Yes,Rarely,12,2,6,No
1400,31,Finance,Research Scientist,Marketing,14954,3,0,4,1,3,No,Rarely,20,5,1,Yes
1401,35,Research & Development,Manager,Marketing,16526,6,4,2,1,1,No,Travel_Rarely,4,9,2,No
1402,52,Human Resources,Laboratory Technician,Marketing,3284,8,0,2,1,4,No,Travel_Rarely,9,6,2,Yes
1403,60,Research & Development,Laboratory Technician,Human Resources,5193,17,2,3,1,4,No,Rarely,29,9,1,No
1404,34,Finance,Sales Executive,Life Sciences,14671,4,1,4,2,4,Yes,Rarely,28,7,4,Yes
1405,58,Sales,Manager,Finance,14528,27,11,2,3,1,No,Rarely,8,5,1,No
1406,60,Sales,Manager,Marketing,10828,29,15,2,3,1,Yes,Frequently,12,0,3,No
1407,43,IT,Manager,Life Sciences,10473,18,2,4,3,3,No,Frequently,3,6,1,No
1408,39,Research & Development,Sales Executive,Medical,14429,12,9,2,3,2,No,Rarely,28,6,2,No
1409,46,Research & Development,Accountant,Human Resources,7070,11,10,4,3,1,Yes,Travel_Rarely,30,7,0,No
1410,58,IT,Software Engineer,Life Sciences,11809,20,2,1,4,4,Yes,Travel_Rarely,12,4,3,No
1411,60,IT,Research Scientist,Medical,12722,29,13,2,1,2,No,Rarely,21,9,1,No
1412,25,Sales,Laboratory Technician,Finance,11275,3,2,1,2,1,Yes,Frequently,25,9,2,No
1413,48,Sales,Manager,Life Sciences,5011,22,9,1,1,3,No,Travel_Rarely,16,5,3,No
1414,29,Research & Development,Sales Executive,Finance,11530,1,1,1,2,4,Yes,Frequently,11,3,0,Yes
1415,31,Finance,Software Engineer,Finance,2755,0,0,4,4,2,No,Travel_Rarely,19,8,4,Yes
1416,50,Sales,Software Engineer,Finance,3977,26,8,1,4,4,No,Frequently,25,3,5,No
1417,58,IT,Research Scientist,Finance,4760,3,1,4,2,1,Yes,Rarely,28,0,5,Yes
1418,28,Sales,Software Engineer,Human Resources,9369,2,0,1,4,3,Yes,Travel_Rarely,30,8,6,Yes
1419,39,Finance,Laboratory Technician,Technical Degree,14886,17,13,2,2,3,Yes,Rarely,27,7,2,Yes
1420,60,Research & Development,Research Scientist,Marketing,17931,18,1,1,1,4,No,Frequently,19,6,3,No
1421,51,Research & Development,Sales Executive,Technical Degree,4450,27,5,4,4,4,No,Frequently,13,8,3,No
1422,28,Human Resources,Software Engineer,Finance,5424,5,2,3,4,3,Yes,Frequently,9,3,5,Yes
1423,50,Human Resources,Human Resources,Technical Degree,9563,15,14,1,1,2,Yes,Frequently,10,6,4,No
1424,47,Finance,Laboratory Technician,Technical Degree,8657,6,4,4,2,3,No,Rarely,5,4,1,No
1425,44,IT,Research Scientist,Technical Degree,9135,5,2,1,4,3,No,Travel_Rarely,12,2,6,Yes
1426,48,IT,Laboratory Technician,Medical,7423,25,3,3,4,4,No,Travel_Rarely,11,8,2,No
1427,53,Research & Development,Manager,Technical Degree,10376,19,13,4,4,2,Yes,Frequently,15,5,2,No
1428,57,Finance,Laboratory Technician,Finance,13419,18,10,1,1,4,Yes,Rarely,16,0,4,No
1429,32,Research & Development,Human Resources,Human Resources,7544,7,0,4,4,4,No,Frequently,28,2,3,Yes
1430,48,Sales,Sales Executive,Technical Degree,14487,14,14,2,3,1,Yes,Travel_Rarely,13,8,3,Yes
1431,46,Finance,Software Engineer,Marketing,17069,11,0,2,2,4,No,Frequently,16,0,1,No
1432,28,IT,Sales Executive,Finance,9499,0,0,3,3,3,Yes,Travel_Rarely,13,8,6,Yes
1433,56,Research & Development,Accountant,Life Sciences,6683,0,0,4,4,1,No,Rarely,23,7,0,Yes
1434,35,Human Resources,Laboratory Technician,Technical Degree,13438,4,4,3,3,3,No,Travel_Rarely,15,2,5,No
1435,54,Human Resources,Laboratory Technician,Medical,4847,17,15,4,4,1,Yes,Rarely,8,9,5,Yes
1436,54,IT,Laboratory Technician,Human Resources,5565,20,6,3,1,2,Yes,Frequently,13,8,6,Yes
1437,57,Finance,Sales Executive,Finance,9168,26,11,1,3,4,Yes,Rarely,5,8,5,No
1438,33,Finance,Accountant,Human Resources,13927,3,0,4,1,4,No,Frequently,21,0,3,No
1439,55,IT,Laboratory Technician,Life Sciences,12807,23,4,1,3,1,No,Frequently,9,2,3,Yes
1440,36,Sales,Research Scientist,Finance,3618,5,1,2,1,3,Yes,Rarely,27,5,4,No
1441,38,Sales,Research Scientist,Medical,14136,16,4,3,2,3,No,Travel_Rarely,24,6,1,No
1442,60,Finance,Accountant,Marketing,2568,11,8,1,2,3,Yes,Rarely,20,4,4,No
1443,33,Research & Development,Manager,Life Sciences,3073,6,4,1,2,3,No,Rarely,26,9,0,Yes
1444,48,Research & Development,Software Engineer,Technical Degree,16327,20,14,1,4,1,No,Frequently,7,4,2,Yes
1445,58,Finance,Human Resources,Marketing,15996,9,3,1,4,2,Yes,Rarely,12,0,3,No
1446,26,Finance,Sales Executive,Life Sciences,9129,2,2,4,2,4,No,Rarely,20,6,3,No
1447,50,Finance,Manager,Human Resources,12143,15,14,1,1,3,No,Travel_Rarely,30,0,4,No
1448,36,IT,Laboratory Technician,Technical Degree,13777,9,9,3,4,3,Yes,Frequently,23,8,4,No
1449,30,IT,Software Engineer,Finance,14968,8,7,4,3,3,No,Rarely,7,4,1,Yes
1450,25,Sales,Manager,Life Sciences,17032,0,0,3,3,1,No,Travel_Rarely,28,8,5,Yes
1451,51,Finance,Manager,Human Resources,9543,1,1,3,2,1,Yes,Frequently,6,4,1,No
1452,26,Human Resources,Manager,Medical,5964,3,3,2,2,3,No,Rarely,3,8,3,Yes
1453,52,Research & Development,Manager,Medical,7156,16,14,3,3,2,No,Frequently,9,8,4,No
1454,36,IT,Software Engineer,Finance,8306,2,2,4,3,2,No,Travel_Rarely,4,7,6,No
1455,32,Research & Development,Laboratory Technician,Finance,4712,0,0,1,1,2,No,Frequently,1,2,6,No
1456,47,Human Resources,Accountant,Human Resources,8413,22,13,2,4,4,No,Rarely,25,5,6,Yes
1457,31,Sales,Software Engineer,Medical,11351,8,6,1,1,1,No,Rarely,2,9,2,Yes
1458,35,IT,Manager,Technical Degree,8203,5,3,2,3,1,Yes,Frequently,15,4,4,Yes
1459,22,Research & Development,Human Resources,Marketing,6655,0,0,3,4,1,Yes,Rarely,3,2,1,No
1460,55,Human Resources,Software Engineer,Human Resources,2595,28,8,4,2,3,Yes,Rarely,8,2,5,Yes
1461,43,Sales,Laboratory Technician,Human Resources,10144,0,0,2,4,1,No,Rarely,14,2,2,Yes
1462,24,IT,Research Scientist,Marketing,17686,1,0,3,3,3,No,Frequently,26,7,4,No
1463,53,Sales,Accountant,Finance,13864,3,0,1,1,1,No,Rarely,2,7,4,No
1464,28,IT,Software Engineer,Life Sciences,7620,3,1,4,1,3,Yes,Travel_Rarely,12,2,1,No
1465,35,Finance,Accountant,Life Sciences,16997,8,3,4,4,3,No,Rarely,26,9,4,No
1466,23,IT,Accountant,Life Sciences,3558,0,0,2,3,3,Yes,Travel_Rarely,21,3,2,Yes
1467,29,Research & Development,Software Engineer,Marketing,16785,1,0,2,1,3,Yes,Rarely,23,6,1,Yes
1468,40,Human Resources,Software Engineer,Technical Degree,4063,9,3,3,2,3,No,Travel_Rarely,7,6,6,No
1469,31,Sales,Research Scientist,Medical,13919,0,0,4,3,1,No,Frequently,23,3,4,Yes
1470,34,Research & Development,Manager,Medical,8174,10,0,2,2,4,No,Rarely,19,3,5,No
1471,43,Finance,Laboratory Technician,Medical,16698,4,1,1,4,2,No,Travel_Rarely,8,0,3,Yes
1472,23,Human Resources,Software Engineer,Finance,3518,1,1,2,1,2,No,Frequently,3,6,3,Yes
1473,29,Research & Development,Accountant,Medical,3479,3,2,1,4,1,No,Rarely,10,5,5,No
1474,54,Finance,Manager,Finance,16025,11,4,1,3,4,No,Travel_Rarely,15,5,5,No
1475,58,Sales,Manager,Finance,6309,11,11,2,2,4,Yes,Rarely,21,2,1,No
1476,40,Sales,Sales Executive,Technical Degree,15755,6,0,4,1,4,No,Frequently,5,8,3,No
1477,38,Research & Development,Manager,Life Sciences,16667,1,0,4,1,2,Yes,Frequently,12,2,0,No
1478,45,Research & Development,Human Resources,Finance,5565,10,10,4,2,4,Yes,Travel_Rarely,8,3,0,No
1479,28,IT,Laboratory Technician,Finance,15377,3,1,1,3,4,No,Frequently,13,4,6,No
1480,49,Human Resources,Software Engineer,Life Sciences,3302,22,13,2,3,2,No,Frequently,29,2,3,No
1481,57,IT,Human Resources,Technical Degree,16774,4,2,1,3,3,Yes,Travel_Rarely,2,4,5,No
1482,38,Research & Development,Human Resources,Marketing,17169,9,2,4,2,4,No,Travel_Rarely,25,5,6,No
1483,51,Finance,Accountant,Life Sciences,4056,29,11,3,1,4,Yes,Frequently,26,5,4,Yes
1484,22,Human Resources,Manager,Human Resources,15464,0,0,1,1,2,Yes,Travel_Rarely,9,0,6,Yes
1485,42,Sales,Human Resources,Marketing,17314,6,2,2,2,4,No,Travel_Rarely,23,5,4,No
1486,37,Research & Development,Sales Executive,Human Resources,11549,4,0,2,4,2,Yes,Travel_Rarely,12,9,5,Yes
1487,47,Human Resources,Software Engineer,Life Sciences,3040,18,14,4,3,1,No,Travel_Rarely,10,2,6,No
1488,56,Human Resources,Laboratory Technician,Life Sciences,11555,25,4,4,1,4,No,Rarely,6,9,3,No
1489,41,Sales,Manager,Finance,16435,1,1,3,2,1,No,Travel_Rarely,26,2,3,Yes
1490,27,Human Resources,Research Scientist,Marketing,5935,1,1,2,4,4,Yes,Frequently,20,5,5,Yes
1491,26,IT,Software Engineer,Technical Degree,4460,1,1,4,1,3,Yes,Travel_Rarely,16,6,2,Yes
1492,35,Research & Development,Sales Executive,Human Resources,11793,11,0,1,4,4,No,Travel_Rarely,21,3,6,Yes
1493,53,Human Resources,Manager,Finance,6835,2,2,1,4,2,Yes,Rarely,6,7,6,Yes
1494,59,Finance,Sales Executive,Technical Degree,4877,15,10,4,1,1,Yes,Rarely,6,7,0,No
1495,33,Finance,Research Scientist,Marketing,7291,10,5,2,2,3,No,Rarely,13,6,6,No
1496,34,Finance,Human Resources,Human Resources,2872,7,5,1,1,1,No,Frequently,20,1,3,Yes
1497,51,Finance,Manager,Technical Degree,2624,24,1,4,4,2,No,Travel_Rarely,5,2,1,No
1498,39,Research & Development,Human Resources,Finance,6849,9,4,1,2,1,Yes,Frequently,23,0,0,Yes
1499,45,IT,Accountant,Medical,14703,13,13,4,3,1,Yes,Travel_Rarely,19,8,5,No
1500,28,Sales,Software Engineer,Marketing,3262,1,1,4,2,2,Yes,Travel_Rarely,28,4,6,No
